"","category","term","ontology"
"GO:0071858","GO:0071858","corazonin receptor binding","MF"
"GO:0002953","GO:0002953","5'-deoxynucleotidase activity","MF"
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","BP"
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","BP"
"GO:1901533","GO:1901533","negative regulation of hematopoietic progenitor cell differentiation","BP"
"GO:1902036","GO:1902036","regulation of hematopoietic stem cell differentiation","BP"
"GO:1902037","GO:1902037","negative regulation of hematopoietic stem cell differentiation","BP"
"GO:0003825","GO:0003825","alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity","MF"
"GO:0005946","GO:0005946","alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)","CC"
"GO:0070413","GO:0070413","trehalose metabolism in response to stress","BP"
"GO:0051392","GO:0051392","tRNA N-acetyltransferase activity","MF"
"GO:0030715","GO:0030715","oocyte growth in germarium-derived egg chamber","BP"
"GO:1905938","GO:1905938","positive regulation of germ cell proliferation","BP"
"GO:0042247","GO:0042247","establishment of planar polarity of follicular epithelium","BP"
"GO:0035065","GO:0035065","regulation of histone acetylation","BP"
"GO:1901983","GO:1901983","regulation of protein acetylation","BP"
"GO:2000756","GO:2000756","regulation of peptidyl-lysine acetylation","BP"
"GO:0035517","GO:0035517","PR-DUB complex","CC"
"GO:0003837","GO:0003837","beta-ureidopropionase activity","MF"
"GO:0033396","GO:0033396","beta-alanine biosynthetic process via 3-ureidopropionate","BP"
"GO:0004100","GO:0004100","chitin synthase activity","MF"
"GO:0006037","GO:0006037","cell wall chitin metabolic process","BP"
"GO:0006038","GO:0006038","cell wall chitin biosynthetic process","BP"
"GO:0030428","GO:0030428","cell septum","CC"
"GO:0042546","GO:0042546","cell wall biogenesis","BP"
"GO:0044036","GO:0044036","cell wall macromolecule metabolic process","BP"
"GO:0071554","GO:0071554","cell wall organization or biogenesis","BP"
"GO:0140588","GO:0140588","chromatin looping","BP"
"GO:0031314","GO:0031314","extrinsic component of mitochondrial inner membrane","CC"
"GO:0042755","GO:0042755","eating behavior","BP"
"GO:1903998","GO:1903998","regulation of eating behavior","BP"
"GO:0032098","GO:0032098","regulation of appetite","BP"
"GO:0071332","GO:0071332","cellular response to fructose stimulus","BP"
"GO:0030315","GO:0030315","T-tubule","CC"
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior","BP"
"GO:0090325","GO:0090325","regulation of locomotion involved in locomotory behavior","BP"
"GO:0035018","GO:0035018","adult chitin-based cuticle pattern formation","BP"
"GO:0042071","GO:0042071","leucokinin receptor activity","MF"
"GO:0071559","GO:0071559","response to transforming growth factor beta","BP"
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","BP"
"GO:0006083","GO:0006083","acetate metabolic process","BP"
"GO:0110123","GO:0110123","regulation of myotube cell migration","BP"
"GO:0110125","GO:0110125","negative regulation of myotube cell migration","BP"
"GO:0005785","GO:0005785","signal recognition particle receptor complex","CC"
"GO:0016532","GO:0016532","superoxide dismutase copper chaperone activity","MF"
"GO:0034091","GO:0034091","regulation of maintenance of sister chromatid cohesion","BP"
"GO:0034093","GO:0034093","positive regulation of maintenance of sister chromatid cohesion","BP"
"GO:0034182","GO:0034182","regulation of maintenance of mitotic sister chromatid cohesion","BP"
"GO:0034184","GO:0034184","positive regulation of maintenance of mitotic sister chromatid cohesion","BP"
"GO:0045876","GO:0045876","positive regulation of sister chromatid cohesion","BP"
"GO:0070602","GO:0070602","regulation of centromeric sister chromatid cohesion","BP"
"GO:0071960","GO:0071960","maintenance of mitotic sister chromatid cohesion, centromeric","BP"
"GO:0071962","GO:0071962","mitotic sister chromatid cohesion, centromeric","BP"
"GO:0072354","GO:0072354","histone H3T3 kinase activity","MF"
"GO:0120187","GO:0120187","positive regulation of protein localization to chromatin","BP"
"GO:2000718","GO:2000718","regulation of maintenance of mitotic sister chromatid cohesion, centromeric","BP"
"GO:2000720","GO:2000720","positive regulation of maintenance of mitotic sister chromatid cohesion, centromeric","BP"
"GO:0017146","GO:0017146","NMDA selective glutamate receptor complex","CC"
"GO:0052717","GO:0052717","tRNA-specific adenosine-34 deaminase activity","MF"
"GO:0004734","GO:0004734","pyrimidodiazepine synthase activity","MF"
"GO:0016648","GO:0016648","oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor","MF"
"GO:0032044","GO:0032044","DSIF complex","CC"
"GO:0006107","GO:0006107","oxaloacetate metabolic process","BP"
"GO:0019102","GO:0019102","male somatic sex determination","BP"
"GO:0002238","GO:0002238","response to molecule of fungal origin","BP"
"GO:0032491","GO:0032491","detection of molecule of fungal origin","BP"
"GO:0070379","GO:0070379","high mobility group box 1 binding","MF"
"GO:0003886","GO:0003886","DNA (cytosine-5-)-methyltransferase activity","MF"
"GO:0009008","GO:0009008","DNA-methyltransferase activity","MF"
"GO:0043045","GO:0043045","post-fertilization epigenetic regulation of gene expression","BP"
"GO:0038055","GO:0038055","BMP secretion","BP"
"GO:2001284","GO:2001284","regulation of BMP secretion","BP"
"GO:0030160","GO:0030160","synaptic receptor adaptor activity","MF"
"GO:0035255","GO:0035255","ionotropic glutamate receptor binding","MF"
"GO:0097107","GO:0097107","postsynaptic density assembly","BP"
"GO:0098698","GO:0098698","postsynaptic specialization assembly","BP"
"GO:1904861","GO:1904861","excitatory synapse assembly","BP"
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","BP"
"GO:0045818","GO:0045818","negative regulation of glycogen catabolic process","BP"
"GO:0045470","GO:0045470","R8 cell-mediated photoreceptor organization","BP"
"GO:1903406","GO:1903406","regulation of P-type sodium:potassium-exchanging transporter activity","BP"
"GO:1903408","GO:1903408","positive regulation of P-type sodium:potassium-exchanging transporter activity","BP"
"GO:0048053","GO:0048053","R1/R6 development","BP"
"GO:0048750","GO:0048750","compound eye corneal lens morphogenesis","BP"
"GO:0035497","GO:0035497","cAMP response element binding","MF"
"GO:0120241","GO:0120241","2-iminobutanoate/2-iminopropanoate deaminase","MF"
"GO:0120242","GO:0120242","2-iminobutanoate deaminase activity","MF"
"GO:0004566","GO:0004566","beta-glucuronidase activity","MF"
"GO:0019389","GO:0019389","glucuronoside metabolic process","BP"
"GO:0019391","GO:0019391","glucuronoside catabolic process","BP"
"GO:0035259","GO:0035259","nuclear glucocorticoid receptor binding","MF"
"GO:0043435","GO:0043435","response to corticotropin-releasing hormone","BP"
"GO:0071376","GO:0071376","cellular response to corticotropin-releasing hormone stimulus","BP"
"GO:0005287","GO:0005287","high-affinity basic amino acid transmembrane transporter activity","MF"
"GO:0005289","GO:0005289","high-affinity L-arginine transmembrane transporter activity","MF"
"GO:0061459","GO:0061459","L-arginine transmembrane transporter activity","MF"
"GO:0019080","GO:0019080","viral gene expression","BP"
"GO:0006569","GO:0006569","tryptophan catabolic process","BP"
"GO:0019441","GO:0019441","tryptophan catabolic process to kynurenine","BP"
"GO:0042436","GO:0042436","indole-containing compound catabolic process","BP"
"GO:0006837","GO:0006837","serotonin transport","BP"
"GO:0031249","GO:0031249","denatured protein binding","MF"
"GO:0051610","GO:0051610","serotonin uptake","BP"
"GO:0016362","GO:0016362","activin receptor activity, type II","MF"
"GO:0097010","GO:0097010","eukaryotic translation initiation factor 4F complex assembly","BP"
"GO:1905535","GO:1905535","regulation of eukaryotic translation initiation factor 4F complex assembly","BP"
"GO:1905536","GO:1905536","negative regulation of eukaryotic translation initiation factor 4F complex assembly","BP"
"GO:1900408","GO:1900408","negative regulation of cellular response to oxidative stress","BP"
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","BP"
"GO:0016316","GO:0016316","phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity","MF"
"GO:2001271","GO:2001271","negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","BP"
"GO:0140708","GO:0140708","CAT tailing","BP"
"GO:1902167","GO:1902167","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:1902231","GO:1902231","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"GO:1902255","GO:1902255","positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","BP"
"GO:0016524","GO:0016524","latrotoxin receptor activity","MF"
"GO:0019784","GO:0019784","deNEDDylase activity","MF"
"GO:0019988","GO:0019988","charged-tRNA amino acid modification","BP"
"GO:0000389","GO:0000389","mRNA 3'-splice site recognition","BP"
"GO:0035513","GO:0035513","oxidative RNA demethylation","BP"
"GO:0035515","GO:0035515","oxidative RNA demethylase activity","MF"
"GO:0035552","GO:0035552","oxidative single-stranded DNA demethylation","BP"
"GO:0070989","GO:0070989","oxidative demethylation","BP"
"GO:0035299","GO:0035299","inositol pentakisphosphate 2-kinase activity","MF"
"GO:0010705","GO:0010705","meiotic DNA double-strand break processing involved in reciprocal meiotic recombination","BP"
"GO:0070037","GO:0070037","rRNA (pseudouridine) methyltransferase activity","MF"
"GO:0006587","GO:0006587","serotonin biosynthetic process from tryptophan","BP"
"GO:0042427","GO:0042427","serotonin biosynthetic process","BP"
"GO:0042428","GO:0042428","serotonin metabolic process","BP"
"GO:1901162","GO:1901162","primary amino compound biosynthetic process","BP"
"GO:0016594","GO:0016594","glycine binding","MF"
"GO:0043560","GO:0043560","insulin receptor substrate binding","MF"
"GO:0042721","GO:0042721","TIM22 mitochondrial import inner membrane insertion complex","CC"
"GO:0098958","GO:0098958","retrograde axonal transport of mitochondrion","BP"
"GO:0008065","GO:0008065","establishment of blood-nerve barrier","BP"
"GO:0001586","GO:0001586","Gi/o-coupled serotonin receptor activity","MF"
"GO:0007198","GO:0007198","adenylate cyclase-inhibiting serotonin receptor signaling pathway","BP"
"GO:0007208","GO:0007208","phospholipase C-activating serotonin receptor signaling pathway","BP"
"GO:0098664","GO:0098664","G protein-coupled serotonin receptor signaling pathway","BP"
"GO:0005968","GO:0005968","Rab-protein geranylgeranyltransferase complex","CC"
"GO:0001607","GO:0001607","neuromedin U receptor activity","MF"
"GO:0042631","GO:0042631","cellular response to water deprivation","BP"
"GO:0071462","GO:0071462","cellular response to water stimulus","BP"
"GO:0071465","GO:0071465","cellular response to desiccation","BP"
"GO:0000254","GO:0000254","C-4 methylsterol oxidase activity","MF"
"GO:1902296","GO:1902296","DNA strand elongation involved in cell cycle DNA replication","BP"
"GO:1902319","GO:1902319","DNA strand elongation involved in nuclear cell cycle DNA replication","BP"
"GO:1902983","GO:1902983","DNA strand elongation involved in mitotic DNA replication","BP"
"GO:0003833","GO:0003833","beta-alanyl amine synthase activity","MF"
"GO:0043041","GO:0043041","amino acid activation for nonribosomal peptide biosynthetic process","BP"
"GO:0030561","GO:0030561","RNA 2'-O-ribose methylation guide activity","MF"
"GO:0002789","GO:0002789","negative regulation of antifungal peptide production","BP"
"GO:0007253","GO:0007253","cytoplasmic sequestering of NF-kappaB","BP"
"GO:0048867","GO:0048867","stem cell fate determination","BP"
"GO:0008441","GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","MF"
"GO:0033063","GO:0033063","Rad51B-Rad51C-Rad51D-XRCC2 complex","CC"
"GO:0017018","GO:0017018","myosin phosphatase activity","MF"
"GO:0055060","GO:0055060","asymmetric neuroblast division resulting in ganglion mother cell formation","BP"
"GO:0005368","GO:0005368","taurine transmembrane transporter activity","MF"
"GO:0005369","GO:0005369","taurine:sodium symporter activity","MF"
"GO:0015734","GO:0015734","taurine transport","BP"
"GO:0042918","GO:0042918","alkanesulfonate transport","BP"
"GO:0042959","GO:0042959","alkanesulfonate transmembrane transporter activity","MF"
"GO:0004777","GO:0004777","succinate-semialdehyde dehydrogenase (NAD+) activity","MF"
"GO:0009013","GO:0009013","succinate-semialdehyde dehydrogenase [NAD(P)+] activity","MF"
"GO:0031117","GO:0031117","positive regulation of microtubule depolymerization","BP"
"GO:1901881","GO:1901881","positive regulation of protein depolymerization","BP"
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","BP"
"GO:0045735","GO:0045735","nutrient reservoir activity","MF"
"GO:0006361","GO:0006361","transcription initiation at RNA polymerase I promoter","BP"
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","BP"
"GO:0030506","GO:0030506","ankyrin binding","MF"
"GO:0044090","GO:0044090","positive regulation of vacuole organization","BP"
"GO:2000786","GO:2000786","positive regulation of autophagosome assembly","BP"
"GO:0140561","GO:0140561","EGF-domain serine glucosyltransferase activity","MF"
"GO:0140562","GO:0140562","EGF-domain serine xylosyltransferase activity","MF"
"GO:0004799","GO:0004799","thymidylate synthase activity","MF"
"GO:0006231","GO:0006231","dTMP biosynthetic process","BP"
"GO:0009157","GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","BP"
"GO:0009162","GO:0009162","deoxyribonucleoside monophosphate metabolic process","BP"
"GO:0009176","GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","BP"
"GO:0009177","GO:0009177","pyrimidine deoxyribonucleoside monophosphate biosynthetic process","BP"
"GO:0042083","GO:0042083","5,10-methylenetetrahydrofolate-dependent methyltransferase activity","MF"
"GO:0046073","GO:0046073","dTMP metabolic process","BP"
"GO:0014821","GO:0014821","phasic smooth muscle contraction","BP"
"GO:0030432","GO:0030432","peristalsis","BP"
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","BP"
"GO:0045760","GO:0045760","positive regulation of action potential","BP"
"GO:0048075","GO:0048075","positive regulation of eye pigmentation","BP"
"GO:0048078","GO:0048078","positive regulation of compound eye pigmentation","BP"
"GO:0051971","GO:0051971","positive regulation of transmission of nerve impulse","BP"
"GO:1904061","GO:1904061","positive regulation of locomotor rhythm","BP"
"GO:1904457","GO:1904457","positive regulation of neuronal action potential","BP"
"GO:0048214","GO:0048214","regulation of Golgi vesicle fusion to target membrane","BP"
"GO:0048215","GO:0048215","positive regulation of Golgi vesicle fusion to target membrane","BP"
"GO:2001023","GO:2001023","regulation of response to drug","BP"
"GO:0008191","GO:0008191","metalloendopeptidase inhibitor activity","MF"
