"","FBgn","Symbol","ensembl","CG","Start","End","Strand","CHR","Name"
"FBgn0053395","FBgn0053395","5SrRNA:CR33395","3772685","CR33395",19729920,19737858,-1,"2R","3772685"
"FBgn0036015","FBgn0036015","CG3088","39115","CG3088",9600489,9601325,-1,"3L","39115"
"FBgn0265264","FBgn0265264","CG17097","34461","CG17097",10646414,10650152,1,"2L","34461"
"FBgn0038944","FBgn0038944","CG5388","42612","CG5388",22334256,22340307,-1,"3R","42612"
"FBgn0259975","FBgn0259975","Sfp87B","8674076","CG42485",12273125,12273521,1,"3R","8674076"
"FBgn0263983","FBgn0263983","CG43732","14462486","CG43732",18950195,18976557,1,"3R","14462486"
"FBgn0263515","FBgn0263515","mir-4983","12798349","CR43500",19637413,19637521,1,"2R","12798349"
"FBgn0053409","FBgn0053409","5SrRNA:CR33409","3772059","CR33409",19730303,19745230,-1,"2R","3772059"
"FBgn0044817","FBgn0044817","Ste12DOR","117463","CG32616",14000209,14000889,1,"X","117463"
"FBgn0267196","FBgn0267196","lncRNA:CR45636","19835877","CR45636",15698280,15698506,1,"3R","19835877"
"FBgn0275432","FBgn0275432","asRNA:CR46264","26067574","CR46264",11070784,11071466,-1,"2L","26067574"
"FBgn0043534","FBgn0043534","Obp57b","246669","CG30142",20504250,20505134,1,"2R","246669"
"FBgn0284419","FBgn0284419","lncRNA:TS26","36786384","CR46333",13541912,13542314,1,"3R","36786384"
"FBgn0266956","FBgn0266956","lncRNA:CR45407","19835219","CR45407",9760899,9761354,1,"3L","19835219"
"FBgn0264841","FBgn0264841","asRNA:CR44049","14462524","CR44049",27260049,27261948,1,"3R","14462524"
"FBgn0033650","FBgn0033650","CG13193","36256","CG13193",11768452,11769561,1,"2R","36256"
"FBgn0086030","FBgn0086030","snoRNA:Me18S-G393","5740104","CR34659",24628626,24628744,-1,"2R","5740104"
"FBgn0011281","FBgn0011281","Obp83a","40737","CG11421",5972154,5975245,-1,"3R","40737"
"FBgn0262857","FBgn0262857","CG43221","12797992","CG43221",17485756,17486365,1,"2L","12797992"
"FBgn0028981","FBgn0028981","tRNA:Ser-CGA-1-4","3772085","CR30224",NA,NA,NA,"3772085","3772085"
"FBgn0053355","FBgn0053355","5SrRNA:CR33355","3771980","CR33355",19730303,19745230,-1,"2R","3771980"
"FBgn0283426","FBgn0283426","lncRNA:acal","26067584","CR46278",10544924,10547260,-1,"2R","26067584"
"FBgn0052286","FBgn0052286","tRNA:Cys-GCA-1-4","3772185","CR32286",NA,NA,NA,"3772185","3772185"
"FBgn0267041","FBgn0267041","asRNA:CR45485","19836163","CR45485",16307031,16308687,1,"X","19836163"
"FBgn0266442","FBgn0266442","CG45072","19835597","CG45072",30122022,30123263,-1,"3R","19835597"
"FBgn0286737","FBgn0286737","snoRNA:Or-CD16","39877421","CR46379",3504031,3504182,-1,"2L","39877421"
"FBgn0259971","FBgn0259971","CG42481","8674058","CG42481",13298796,13299023,-1,"3L","8674058"
"FBgn0265874","FBgn0265874","lncRNA:CR44663","19836103","CR44663",15289361,15289705,1,"X","19836103"
"FBgn0083047","FBgn0083047","snoRNA:Psi18S-1377e","5740770","CR34625",30206975,30207112,-1,"3R","5740770"
"FBgn0082939","FBgn0082939","snoRNA:Me28S-C3227b","5740739","CR34534",14622329,14622409,1,"2R","5740739"
"FBgn0038014","FBgn0038014","CG10041","41496","CG10041",12350814,12352103,-1,"3R","41496"
"FBgn0267531","FBgn0267531","asRNA:CR45871","26067199","CR45871",8891555,8893800,-1,"3L","26067199"
"FBgn0034867","FBgn0034867","CG13557","37717","CG13557",23475697,23476418,-1,"2R","37717"
"FBgn0263050","FBgn0263050","CG43345","35387","CG43345",21166045,21168581,-1,"2L","35387"
"FBgn0031701","FBgn0031701","TotM","33764","CG14027",5329856,5330464,1,"2L","33764"
"FBgn0037888","FBgn0037888","scpr-B","41357","CG17210",11240040,11240991,-1,"3R","41357"
"FBgn0259918","FBgn0259918","inaF-B","8674114","CG42447",11724667,11732770,-1,"X","8674114"
"FBgn0264083","FBgn0264083","lncRNA:CR43752","14462725","CR43752",8295157,8295666,1,"2L","14462725"
"FBgn0052819","FBgn0052819","CG32819","318227","CG32819",21611796,21621104,-1,"X","318227"
"FBgn0263464","FBgn0263464","snoRNA:hts-a","12798346","CR43579",19414354,19414490,-1,"2R","12798346"
"FBgn0053370","FBgn0053370","5SrRNA:CR33370","3771862","CR33370",19729920,19737858,-1,"2R","3771862"
"FBgn0035694","FBgn0035694","CG13299","38724","CG13299",6231804,6232361,-1,"3L","38724"
"FBgn0266250","FBgn0266250","lncRNA:CR44945","19835926","CR44945",16783496,16784672,1,"3R","19835926"
"FBgn0036389","FBgn0036389","ssp2","39540","CG9028",13965202,13973067,1,"3L","39540"
"FBgn0025882","FBgn0025882","snoRNA:MeU6-A47","3772532","CR32519",21386844,21386935,-1,"X","3772532"
"FBgn0037406","FBgn0037406","Osi1","40752","CG15585",6173548,6174970,1,"3R","40752"
"FBgn0054002","FBgn0054002","CG34002","3885644","CG34002",17858473,17860482,1,"3L","3885644"
"FBgn0044046","FBgn0044046","Ilp7","31328","CG13317",3667620,3668845,1,"X","31328"
"FBgn0267234","FBgn0267234","lncRNA:CR45674","19835993","CR45674",21318222,21318650,-1,"3L","19835993"
"FBgn0040730","FBgn0040730","CG15127","50203","CG15127",19680767,19681391,-1,"2R","50203"
"FBgn0266852","FBgn0266852","lncRNA:CR45313","19835700","CR45313",18054968,18055346,1,"2R","19835700"
"FBgn0036010","FBgn0036010","Ir67a","39110","CG12525",9542244,9543999,-1,"3L","39110"
"FBgn0264696","FBgn0264696","CG43965","14462843","CG43965",8725519,8725774,-1,"3L","14462843"
"FBgn0052382","FBgn0052382","sphinx2","38833","CG32382",7439553,7440733,-1,"3L","38833"
"FBgn0260223","FBgn0260223","CG42497","8674071","CG42497",21690214,21691139,-1,"2R","8674071"
"FBgn0053645","FBgn0053645","CG33645","3771913","CG33645",13532823,13533454,1,"2L","3771913"
"FBgn0284083","FBgn0284083","CG46305","30522394","CG46305",10351532,10352161,-1,"2R","30522394"
"FBgn0262435","FBgn0262435","mir-1009","12797862","CR42994",23993053,23993114,-1,"2R","12797862"
"FBgn0262170","FBgn0262170","CG42878","12798348","CG42878",19587300,19587763,1,"2R","12798348"
"FBgn0263708","FBgn0263708","lncRNA:CR43660","14462599","CR43660",17253155,17255104,-1,"2R","14462599"
"FBgn0053435","FBgn0053435","5SrRNA:CR33435","3772543","CR33435",19729920,19737858,-1,"2R","3772543"
"FBgn0053384","FBgn0053384","5SrRNA:CR33384","3772478","CR33384",19729920,19737858,-1,"2R","3772478"
"FBgn0267064","FBgn0267064","lncRNA:CR45508","19835815","CR45508",21467982,21468479,-1,"X","19835815"
"FBgn0266088","FBgn0266088","lncRNA:CR44830","19835696","CR44830",24955776,24957359,-1,"2R","19835696"
"FBgn0086073","FBgn0086073","snoRNA:Me18S-A1494","5740387","CR34702",5720289,5720421,1,"3L","5740387"
"FBgn0004911","FBgn0004911","asRNA:Eig63F-2","4379905","CR32265",3934717,3935992,1,"3L","4379905"
"FBgn0264299","FBgn0264299","CG43777","14462631","CG43777",24123166,24126630,-1,"2R","14462631"
"FBgn0265907","FBgn0265907","lncRNA:CR44696","19834875","CR44696",18290426,18291236,-1,"2L","19834875"
"FBgn0267297","FBgn0267297","lncRNA:CR45733","19835027","CR45733",20912889,20913169,1,"3L","19835027"
"FBgn0053769","FBgn0053769","CG33769","3772499","CG33769",22647926,22648519,1,"3L","3772499"
"FBgn0086065","FBgn0086065","snoRNA:Me28S-G3113a","5740381","CR34694",827764,827843,-1,"3L","5740381"
"FBgn0033167","FBgn0033167","CG1701","35661","CG1701",7408370,7409385,-1,"2R","35661"
"FBgn0265147","FBgn0265147","lncRNA:CR44216","14462763","CR44216",14241070,14241732,1,"2L","14462763"
"FBgn0051268","FBgn0051268","CG31268","318652","CG31268",17031801,17033515,1,"3R","318652"
"FBgn0266587","FBgn0266587","lncRNA:CR45112","19835453","CR45112",17584724,17585095,-1,"2L","19835453"
"FBgn0085470","FBgn0085470","lmgB","44128","CG34441",8524998,8528618,-1,"2L","44128"
"FBgn0085349","FBgn0085349","CR34320","26067088","CR34320",NA,NA,NA,"26067088","26067088"
"FBgn0063386","FBgn0063386","snoRNA:Me18S-A28a","3772696","CR32902",17703101,17703168,1,"2R","3772696"
"FBgn0262986","FBgn0262986","CG43294","12798218","CG43294",11958282,11958909,1,"3L","12798218"
"FBgn0053442","FBgn0053442","5SrRNA:CR33442","3771833","CR33442",19733287,19758127,-1,"2R","3771833"
"FBgn0031792","FBgn0031792","CG13983","33875","CG13983",6263556,6264490,-1,"2L","33875"
"FBgn0259717","FBgn0259717","CG42371","7354476","CG42371",2216502,2217246,-1,"2L","7354476"
"FBgn0267292","FBgn0267292","lncRNA:CR45728","19836189","CR45728",15549868,15550276,1,"2L","19836189"
"FBgn0266981","FBgn0266981","lncRNA:CR45432","19835320","CR45432",21301476,21302159,1,"3L","19835320"
"FBgn0267678","FBgn0267678","lncRNA:CR46014","26067335","CR46014",12276603,12276932,1,"3R","26067335"
"FBgn0053420","FBgn0053420","5SrRNA:CR33420","3771748","CR33420",19733287,19758127,-1,"2R","3771748"
"FBgn0011999","FBgn0011999","tRNA:Val-CAC-2-1","3772391","CR31512",NA,NA,NA,"3772391","3772391"
"FBgn0053408","FBgn0053408","5SrRNA:CR33408","3772255","CR33408",19730303,19745230,-1,"2R","3772255"
"FBgn0029535","FBgn0029535","CG14635","31032","CG14635",844822,845297,1,"X","31032"
"FBgn0266588","FBgn0266588","lncRNA:CR45113","19835693","CR45113",6305670,6306164,1,"3L","19835693"
"FBgn0264303","FBgn0264303","CG43781","14462836","CG43781",7333543,7335226,-1,"3L","14462836"
"FBgn0263332","FBgn0263332","asRNA:CR43413","12798003","CR43413",18200335,18201135,1,"2L","12798003"
"FBgn0050045","FBgn0050045","Cpr49Aa","246413","CG30045",12376625,12377378,1,"2R","246413"
"FBgn0061362","FBgn0061362","CG33785","3772344","CG33785",20642465,20643785,-1,"2R","3772344"
"FBgn0051494","FBgn0051494","tRNA:Gly-TCC-1-1","3771780","CR31494",NA,NA,NA,"3771780","3771780"
"FBgn0063496","FBgn0063496","GstE4","37109","CG17525",18403247,18404086,1,"2R","37109"
"FBgn0266645","FBgn0266645","asRNA:CR45152","19834981","CR45152",22415794,22416462,-1,"2R","19834981"
"FBgn0050269","FBgn0050269","CG30269","37600","CG30269",22667154,22668848,1,"2R","37600"
"FBgn0250851","FBgn0250851","CG33981","3885654","CG33981",17773963,17781930,-1,"2R","3885654"
"FBgn0263630","FBgn0263630","mir-3641","12798096","CR43520",2171085,2171154,1,"X","12798096"
"FBgn0262297","FBgn0262297","mir-2496","12798094","CR43004",2010299,2010417,1,"X","12798094"
"FBgn0039718","FBgn0039718","CG15517","43537","CG15517",29903239,29903825,-1,"3R","43537"
"FBgn0040291","FBgn0040291","Roc1b","53445","CG16988",357980,358486,1,"3L","53445"
"FBgn0086079","FBgn0086079","snoRNA:Me28S-A774a","5740171","CR34708",13024225,13024298,1,"3L","5740171"
"FBgn0284223","FBgn0284223","CG46307","30522396","CG46307",21104567,21132909,1,"2L","30522396"
"FBgn0260479","FBgn0260479","CG31904","319016","CG31904",7734414,7738809,-1,"2L","319016"
"FBgn0053374","FBgn0053374","5SrRNA:CR33374","3772009","CR33374",19729920,19737858,-1,"2R","3772009"
"FBgn0053272","FBgn0053272","CG33272","2768958","CG33272",11510322,11510589,-1,"3L","2768958"
"FBgn0265178","FBgn0265178","CG44243","36795","CG44243",16197041,16199555,1,"2R","36795"
"FBgn0040502","FBgn0040502","CG8343","35544","CG8343",6179725,6180356,1,"2R","35544"
"FBgn0259970","FBgn0259970","Sfp70A4","8673995","CG42480",13296529,13296860,-1,"3L","8673995"
"FBgn0264328","FBgn0264328","asRNA:CR43787","14462633","CR43787",24630900,24632932,-1,"2R","14462633"
"FBgn0286873","FBgn0286873","CG46395","54520428","CG46395",21498580,21498818,1,"2R","54520428"
"FBgn0265640","FBgn0265640","lncRNA:CR44447","19835030","CR44447",8304494,8305095,1,"2R","19835030"
"FBgn0267104","FBgn0267104","CG45544","19834823","CG45544",29256484,29257425,1,"3R","19834823"
"FBgn0086024","FBgn0086024","snoRNA:Me28S-A2589b","5740711","CR34653",21328262,21328371,1,"2R","5740711"
"FBgn0052034","FBgn0052034","tRNA:Thr-AGT-3-1Psi","3772416","CR32034",NA,NA,NA,"3772416","3772416"
"FBgn0053358","FBgn0053358","5SrRNA:CR33358","3772704","CR33358",19729920,19737858,-1,"2R","3772704"
"FBgn0266868","FBgn0266868","lncRNA:CR45329","19835964","CR45329",14823544,14824365,-1,"2R","19835964"
"FBgn0031617","FBgn0031617","CG15635","33665","CG15635",4642971,4646562,1,"2L","33665"
"FBgn0263654","FBgn0263654","CG43645","14462793","CG43645",17485756,17486365,1,"2L","14462793"
"FBgn0265886","FBgn0265886","lncRNA:CR44675","19836077","CR44675",19052301,19052790,1,"3L","19836077"
"FBgn0267947","FBgn0267947","lncRNA:CR46227","26067538","CR46227",22708935,22709918,-1,"3L","26067538"
"FBgn0086532","FBgn0086532","Spt-I","36448","CG4016",13168497,13170744,1,"2R","36448"
"FBgn0262216","FBgn0262216","mir-974","12798176","CR42923",19551677,19551778,1,"X","12798176"
"FBgn0267566","FBgn0267566","lncRNA:CR45906","26067234","CR45906",7110011,7110264,1,"3R","26067234"
"FBgn0263215","FBgn0263215","CR43385","12797969","CR43385",NA,NA,NA,"12797969","12797969"
"FBgn0053428","FBgn0053428","5SrRNA:CR33428","3772398","CR33428",19738451,19738586,-1,"2R","3772398"
"FBgn0033145","FBgn0033145","CG12828","5740660","CG12828",7149173,7149677,-1,"2R","5740660"
"FBgn0265676","FBgn0265676","lncRNA:CR44483","19835410","CR44483",9071031,9071607,1,"2L","19835410"
"FBgn0053270","FBgn0053270","CG33270","2768982","CG33270",11578235,11578623,-1,"3L","2768982"
"FBgn0287725","FBgn0287725","sov","31615","CG14438",6756321,6770712,1,"X","31615"
"FBgn0265609","FBgn0265609","asRNA:CR44427","19835565","CR44427",13528756,13529149,-1,"X","19835565"
"FBgn0032119","FBgn0032119","CG3769","34262","CG3769",9435398,9436842,1,"2L","34262"
"FBgn0265098","FBgn0265098","lncRNA:CR44203","14462563","CR44203",7429495,7429995,-1,"2R","14462563"
"FBgn0266849","FBgn0266849","lncRNA:CR45310","19834728","CR45310",18226794,18228595,1,"2R","19834728"
"FBgn0041242","FBgn0041242","Gr47a","36094","CG12906",10362184,10363584,1,"2R","36094"
"FBgn0085264","FBgn0085264","CG34235","5740771","CG34235",13209808,13212237,-1,"2R","5740771"
"FBgn0267587","FBgn0267587","asRNA:CR45925","26067253","CR45925",19396499,19396849,1,"2R","26067253"
"FBgn0262291","FBgn0262291","mir-956","12798206","CR42998",11773730,11773878,-1,"3L","12798206"
"FBgn0053643","FBgn0053643","CG33643","3772011","CG33643",13531073,13531662,1,"2L","3772011"
"FBgn0288846","FBgn0288846","unc-45","44910","CG2708",8033300,8037403,1,"3R","44910"
"FBgn0261358","FBgn0261358","CG42635","35075","CG42635",18007934,18008962,1,"2L","35075"
"FBgn0086062","FBgn0086062","snoRNA:Me28S-C788b","5740268","CR34691",827074,827144,-1,"3L","5740268"
"FBgn0267065","FBgn0267065","lncRNA:CR45509","19835218","CR45509",21479653,21479949,-1,"X","19835218"
"FBgn0260759","FBgn0260759","CG42557","43548","CG42557",29933286,29934587,1,"3R","43548"
"FBgn0266788","FBgn0266788","lncRNA:CR45253","19835807","CR45253",13297003,13297570,1,"3L","19835807"
"FBgn0265857","FBgn0265857","lncRNA:CR44646","19835188","CR44646",20508494,20508795,1,"2R","19835188"
"FBgn0267302","FBgn0267302","asRNA:CR45738","19835463","CR45738",4240068,4240505,-1,"3L","19835463"
"FBgn0265841","FBgn0265841","lncRNA:CR44630","19835251","CR44630",20016494,20017095,-1,"2R","19835251"
"FBgn0265724","FBgn0265724","lncRNA:CR44531","19835534","CR44531",2882813,2883400,1,"3L","19835534"
"FBgn0039280","FBgn0039280","Mocs2B","43017","CG10238",25125631,25127359,-1,"3R","43017"
"FBgn0265096","FBgn0265096","asRNA:CR44201","14462561","CR44201",7394995,7396194,1,"2R","14462561"
"FBgn0263493","FBgn0263493","CR43482","12798376","CR43482",NA,NA,NA,"12798376","12798376"
"FBgn0053632","FBgn0053632","CG33632","3885590","CG33632",12522022,12522731,1,"2R","3885590"
"FBgn0047330","FBgn0047330","CG32235","251916","CG32235",4859809,4860470,-1,"3L","251916"
"FBgn0265539","FBgn0265539","lncRNA:CR44389","19835362","CR44389",17188795,17189095,-1,"2R","19835362"
"FBgn0267010","FBgn0267010","lncRNA:CR45454","19835719","CR45454",10872013,10872384,1,"2L","19835719"
"FBgn0052482","FBgn0052482","tRNA:iMet-CAT-1-3","3771740","CR32482",NA,NA,NA,"3771740","3771740"
"FBgn0266439","FBgn0266439","CG45069","19836003","CG45069",24411869,24415295,1,"2R","19836003"
"FBgn0267320","FBgn0267320","lncRNA:CR45756","19835246","CR45756",17032054,17032608,-1,"3L","19835246"
"FBgn0288835","FBgn0288835","MSAmiP","FBgn0288835","FBgn0288835",NA,NA,NA,NA,NA
"FBgn0011273","FBgn0011273","Acam","44913","CG17769",25811910,25813134,1,"3R","44913"
"FBgn0004191","FBgn0004191","snRNA:U2:34ABa","3772392","CR31850",13211924,13212116,-1,"2L","3772392"
"FBgn0086034","FBgn0086034","snoRNA:Me28S-G2743","5740852","CR34663",6744999,6745078,1,"2L","5740852"
"FBgn0262437","FBgn0262437","mir-274","12798204","CR42996",11656917,11657017,1,"3L","12798204"
"FBgn0264329","FBgn0264329","CG43788","14462596","CG43788",16937596,16938011,1,"2R","14462596"
"FBgn0086028","FBgn0086028","snoRNA:Me28S-G2173","5740422","CR34657",22606794,22606861,1,"2R","5740422"
"FBgn0265815","FBgn0265815","lncRNA:CR44604","19835560","CR44604",18002846,18003083,1,"2L","19835560"
"FBgn0265087","FBgn0265087","CG44198","14462757","CG44198",13118889,13119134,-1,"2L","14462757"
"FBgn0040360","FBgn0040360","CG14626","31064","CG14626",1184777,1188585,1,"X","31064"
"FBgn0266656","FBgn0266656","asRNA:CR45163","19835473","CR45163",22738707,22739434,1,"3L","19835473"
"FBgn0004188","FBgn0004188","snRNA:U6:96Aa","3772327","CR31379",24556087,24557321,1,"3R","3772327"
"FBgn0287831","FBgn0287831","speck","FBgn0287831","FBgn0287831",NA,NA,NA,NA,NA
"FBgn0042119","FBgn0042119","Cpr65Au","59158","CG18778",6131241,6132109,-1,"3L","59158"
"FBgn0262339","FBgn0262339","mir-982","12798109","CR43046",4365805,4365898,-1,"X","12798109"
"FBgn0262459","FBgn0262459","mir-34","12798087","CR43033",10100935,10101034,1,"3R","12798087"
"FBgn0053436","FBgn0053436","5SrRNA:CR33436","3772001","CR33436",19729920,19737858,-1,"2R","3772001"
"FBgn0053536","FBgn0053536","tRNA:Leu-TAA-2-1","3772204","CR33536",NA,NA,NA,"3772204","3772204"
"FBgn0037488","FBgn0037488","CG14607","40869","CG14607",7241759,7244006,1,"3R","40869"
"FBgn0261357","FBgn0261357","CG42634","8674088","CG42634",18007934,18008962,1,"2L","8674088"
"FBgn0011981","FBgn0011981","tRNA:Ser-AGA-3-2","3771874","CR32618",NA,NA,NA,"3771874","3771874"
"FBgn0263249","FBgn0263249","CG43392","12798457","CG43392",22029452,22029770,-1,"3L","12798457"
"FBgn0031900","FBgn0031900","CG13786","34006","CG13786",7250606,7252982,-1,"2L","34006"
"FBgn0038931","FBgn0038931","CG13407","42599","CG13407",22103413,22105590,1,"3R","42599"
"FBgn0267179","FBgn0267179","lncRNA:CR45619","19834773","CR45619",11849776,11850072,-1,"X","19834773"
"FBgn0260436","FBgn0260436","CG42531","8673972","CG42531",11864160,11864941,1,"2R","8673972"
"FBgn0053440","FBgn0053440","5SrRNA:CR33440","3772377","CR33440",19730303,19745230,-1,"2R","3772377"
"FBgn0085491","FBgn0085491","CG34462","5740319","CG34462",8328582,8330237,1,"3L","5740319"
"FBgn0263536","FBgn0263536","mir-4974","12798033","CR43521",21263932,21264034,1,"2L","12798033"
"FBgn0267175","FBgn0267175","lncRNA:CR45615","19835267","CR45615",12455770,12456258,1,"X","19835267"
"FBgn0030477","FBgn0030477","dmrt11E","32291","CG15749",13368190,13370472,1,"X","32291"
"FBgn0032490","FBgn0032490","CG16813","34724","CG16813",13227528,13228521,1,"2L","34724"
"FBgn0086055","FBgn0086055","snoRNA:Me18S-C1096","5740862","CR34684",11222404,11222489,1,"3R","5740862"
"FBgn0263041","FBgn0263041","CG43336","12798414","CG43336",15637167,15638181,1,"3R","12798414"
"FBgn0053431","FBgn0053431","5SrRNA:CR33431","3772681","CR33431",19729920,19737858,-1,"2R","3772681"
"FBgn0266303","FBgn0266303","asRNA:CR44968","19835428","CR44968",10297729,10298413,1,"2L","19835428"
"FBgn0263530","FBgn0263530","mir-4917","12797976","CR43515",14199544,14199621,1,"X","12797976"
"FBgn0011910","FBgn0011910","tRNA:Leu-CAA-1-1","3772659","CR30508",NA,NA,NA,"3772659","3772659"
"FBgn0266041","FBgn0266041","asRNA:CR44806","19835270","CR44806",23908473,23908875,-1,"2R","19835270"
"FBgn0051292","FBgn0051292","CR31292","10178952","CR31292",NA,NA,NA,"10178952","10178952"
"FBgn0051358","FBgn0051358","CG31358","41462","CG31358",12027735,12031757,-1,"3R","41462"
"FBgn0265376","FBgn0265376","lncRNA:CR44317","19835543","CR44317",4596282,4599749,-1,"3R","19835543"
"FBgn0053771","FBgn0053771","CG33771","3772424","CG33771",22649395,22649988,1,"3L","3772424"
"FBgn0267546","FBgn0267546","asRNA:CR45886","26067214","CR45886",13379141,13379654,-1,"3L","26067214"
"FBgn0260469","FBgn0260469","CR14578","8674034","CR14578",NA,NA,NA,"8674034","8674034"
"FBgn0050239","FBgn0050239","tRNA:Glu-CTC-1-1","3771767","CR30239",NA,NA,NA,"3771767","3771767"
"FBgn0263024","FBgn0263024","CG43319","12798278","CG43319",27694317,27694541,1,"3R","12798278"
"FBgn0037179","FBgn0037179","CG14453","40484","CG14453",22694082,22694648,1,"3L","40484"
"FBgn0265706","FBgn0265706","lncRNA:CR44513","19835733","CR44513",609178,609620,-1,"3L","19835733"
"FBgn0045486","FBgn0045486","Gr36b","117487","CG31744",17178771,17180064,1,"2L","117487"
